Halobacterium sp. NRC-1, complete genome
Product Name	Start	End	Strand	Length	Gi	GeneID	Locus	Locus_tag	COG(s)
hypothetical protein VNG1542G 	1149527	1150396	+	289	15790523	1448127	sucD	VNG1542G	COG0074C
CTAG modification methylase 	1150451	1151497	+	348	15790524	1448128	zim	VNG1543G	COG0863L
Clc 	1151507	1153885	-	792	15790525	1448129	clc	VNG1544G	COG0038P
hypothetical protein VNG1547C 	1154318	1154809	-	163	15790526	1448131	-	VNG1547C	COG2096S
hypothetical protein VNG1546H 	1154857	1155096	-	79	15790527	1448132	-	VNG1546H	COG0695O
hypothetical protein VNG1548C 	1155952	1156764	-	270	15790528	1448133	-	VNG1548C	COG1497K
CbiT 	1156903	1157466	+	187	15790529	1448134	cbiT	VNG1550G	COG2242H
cobalt-precorrin-2 C(20)-methyltransferase 	1157463	1158167	+	234	15790530	1448135	cbiL	VNG1551G	COG2243H
CbiF 	1158160	1159026	+	288	15790531	1448136	cbiF	VNG1553G	COG2875H
cobalamin biosynthesis protein CbiG 	1159023	1160000	+	325	15790532	1448137	cbiG	VNG1554G	COG2073H
hypothetical protein VNG1555G 	1159997	1160827	+	276	15790533	1448138	cobH	VNG1555G	COG1010H
CbiH 	1160827	1161834	+	335	15790534	1448139	cbiH	VNG1557G	COG1010H
hypothetical protein VNG1558H 	1161834	1162082	+	82	15790535	1448140	-	VNG1558H	-
hypothetical protein VNG1559H 	1162079	1162777	+	232	15790536	1448141	-	VNG1559H	-
ferredoxin 	1162804	1163997	+	397	16554498	1449050	-	VNG1561Cm	COG2138S
hypothetical protein VNG1562H 	1163994	1164365	+	123	15790538	1448142	-	VNG1562H	-
hypothetical protein VNG1564H 	1164343	1165566	+	407	15790539	1448143	-	VNG1564H	-
HmcA 	1165595	1167667	-	690	15790540	1448144	hmcA	VNG1565G	COG1239H
hypothetical protein VNG1566G 	1167897	1171601	+	1234	15790541	1448145	cobN	VNG1566G	COG1429H
CbiC 	1171591	1172304	+	237	15790542	1448146	cbiC	VNG1567G	COG2082H
cobalt-precorrin-6Y C(5)-methyltransferase 	1172301	1173053	+	250	15790543	1448147	cbiJ	VNG1568G	COG2241H
hypothetical protein VNG1570H 	1173050	1173820	-	256	15790544	1448148	-	VNG1570H	COG2138S
hypothetical protein VNG1572C 	1174064	1174966	+	300	15790545	1448149	-	VNG1572C	COG2038H
CbiA 	1174953	1176278	+	441	15790546	1448150	cbiA	VNG1573G	COG1797H
CobI 	1176275	1176952	+	225	15790547	1448151	cobI	VNG1574G	COG2109H
CbiP 	1176954	1178492	+	512	15790548	1448152	cbiP	VNG1576G	COG1492H
hypothetical protein VNG1577C 	1178690	1179148	+	152	15790549	1448153	-	VNG1577C	COG1011R
hypothetical protein VNG1578H 	1179145	1180071	+	308	15790550	1448154	-	VNG1578H	COG1270H
hypothetical protein VNG1580H 	1180212	1180811	+	199	15790551	1448155	-	VNG1580H	-
hypothetical protein VNG1581C 	1180811	1181380	+	189	15790552	1448156	-	VNG1581C	COG2266H
hypothetical protein VNG1582G 	1181398	1182408	+	336	15790553	1448157	hisC2	VNG1582G	COG0079E
hypothetical protein VNG1583C 	1182401	1183096	+	231	15790554	1448158	-	VNG1583C	COG1865S
hypothetical protein VNG1585Cm 	1183163	1184704	-	513	16554499	1449051	-	VNG1585Cm	-
hypothetical protein VNG1587H 	1184767	1185759	+	330	15790556	1448159	-	VNG1587H	-
hypothetical protein VNG1589C 	1188524	1188937	+	137	15790557	1448160	-	VNG1589C	-
hypothetical protein VNG1590H 	1189410	1189679	-	89	15790558	1448161	-	VNG1590H	-
hypothetical protein VNG1591H 	1189961	1190134	+	57	15790559	1448162	-	VNG1591H	-
CysT2 	1190152	1190961	-	269	15790560	1448163	cysT2	VNG1592G	COG0555O
hypothetical protein VNG1595C 	1190958	1191887	-	309	15790561	1448164	-	VNG1595C	COG0725P
putative transcriptional regulator 	1191948	1192379	+	143	16554500	1449052	tfx	VNG1598a	COG1356S
glycine dehydrogenase subunit 2 	1192390	1193811	-	473	15790563	1448165	gcvP2	VNG1601G	COG1003E
glycine dehydrogenase subunit 1 	1193811	1195136	-	441	15790564	1448166	gcvP1	VNG1603G	COG0403E
GdcH 	1195419	1195793	-	124	15790565	1448167	gdcH	VNG1605G	COG0509E
glycine cleavage system aminomethyltransferase T 	1195790	1196881	-	363	228915427	1448168	gcvT	VNG1606G	COG0404E
hypothetical protein VNG1607G 	1197028	1197618	-	196	15790567	1448169	cheC2	VNG1607G	COG1776NT
hypothetical protein VNG1608C 	1197636	1198199	+	187	15790568	1448170	-	VNG1608C	COG1432S
hypothetical protein VNG1609C 	1198223	1198930	-	235	15790569	1448171	-	VNG1609C	COG2013S
hypothetical protein VNG1610C 	1199058	1199903	+	281	15790570	1448172	-	VNG1610C	COG1831R
hypothetical protein VNG1611C 	1199977	1200564	+	195	15790571	1448173	-	VNG1611C	COG4749S
hypothetical protein VNG1613H 	1201805	1202614	+	269	15790572	1448174	-	VNG1613H	-
3-hydroxy-3-methylglutaryl-coenzyme A synthase 	1202684	1204021	+	445	15790573	1448175	mvaB	VNG1615G	COG3425I
hypothetical protein VNG1618H 	1204023	1204607	-	194	15790574	1448176	-	VNG1618H	COG0431R
hypothetical protein VNG1616C 	1204670	1205479	-	269	15790575	1448177	-	VNG1616C	COG1709K
hypothetical protein VNG1617H 	1205478	1205966	+	162	15790576	1448178	-	VNG1617H	COG0456R
hypothetical protein VNG1619H 	1205963	1206535	-	190	15790577	1448179	-	VNG1619H	-
hypothetical protein VNG1621H 	1206584	1207039	-	151	15790578	1448180	-	VNG1621H	COG3467R
replication factor C large subunit 	1207038	1208543	+	501	15790579	1448181	rfcB	VNG1622G	COG0470L
heme A synthase 	1208540	1209373	-	277	15790580	1448182	ccp	VNG1623G	COG1612O
malic enzyme 	1209504	1211756	+	750	15790581	1448183	mdh	VNG1624G	COG0281C
hypothetical protein VNG1625H 	1211764	1212387	-	207	15790582	1448184	-	VNG1625H	COG0328L
hypothetical protein VNG1626C 	1212650	1213414	+	254	15790583	1448185	-	VNG1626C	COG0697GER
Aad 	1213427	1214401	-	324	15790584	1448186	aad	VNG1628G	COG0667C
hypothetical protein VNG1630H 	1214457	1214690	-	77	15790585	1448187	-	VNG1630H	-
hypothetical protein VNG1631G 	1214890	1215618	-	242	15790586	1448188	cbiO2	VNG1631G	COG1122P
hypothetical protein VNG1632G 	1215673	1216401	-	242	15790587	1448189	cbiQ	VNG1632G	COG0619P
cobalt transport protein CbiN 	1216405	1216695	-	96	15790588	1448190	cbiN	VNG1634G	COG1930P
cobalt transport protein CbiM 	1216692	1217354	-	220	15790589	1448191	cbiM	VNG1635G	COG0310P
HcpA 	1217584	1218441	+	285	15790590	1448192	hcpA	VNG1637G	COG3794C
hypothetical protein VNG1638H 	1218759	1219889	+	376	15790591	1448194	-	VNG1638H	-
hypothetical protein VNG1640H 	1219873	1220253	-	126	15790592	1448195	-	VNG1640H	-
hypothetical protein VNG1641H 	1220349	1220975	+	208	15790593	1448196	-	VNG1641H	COG0398S
hypothetical protein VNG1642H 	1220972	1221094	-	40	15790594	1448197	-	VNG1642H	-
NrdB2 	1221158	1224313	-	1051	15790595	1448198	nrdB2	VNG1644G	COG0209F
hypothetical protein VNG1645H 	1224647	1224832	+	61	15790596	1448199	-	VNG1645H	-
TrpG1 	1224838	1225434	-	198	15790597	1448200	trpG1	VNG1646G	COG0512EH
anthranilate synthase component I 	1225431	1227014	-	527	15790598	1448201	trpE1	VNG1647G	COG0147EH
hypothetical protein VNG1648G 	1227011	1227667	-	218	15790599	1448202	trpF	VNG1648G	COG0135E
anthranilate phosphoribosyltransferase 	1227664	1228674	-	336	15790600	1448203	trpD	VNG1649G	COG0547E
hypothetical protein VNG1650H 	1229492	1230340	-	282	15790601	1448205	-	VNG1650H	-
hypothetical protein VNG1651H 	1230496	1230699	-	67	15790602	1448206	-	VNG1651H	-
hypothetical protein VNG1653H 	1231161	1232435	+	424	15790603	1448207	-	VNG1653H	COG3385L
Cdc48e 	1232639	1233823	-	394	15790604	1448208	cdc48e	VNG1654G	COG1222O
hypothetical protein VNG1655H 	1234475	1234831	-	118	15790605	1448209	-	VNG1655H	-
hypothetical protein VNG1657H 	1234828	1235829	-	333	15790606	1448210	-	VNG1657H	COG4885S
hypothetical protein VNG1656H 	1235959	1236402	+	147	15790607	1448211	-	VNG1656H	-
hypothetical protein VNG1658C 	1236404	1236835	-	143	15790608	1448212	-	VNG1658C	COG0589T
Htr1 	1237084	1238694	+	536	15790609	1448213	htr1	VNG1659G	COG0840NT
Sop1 	1238694	1239413	+	239	15790610	1448214	sop1	VNG1660G	COG5524R
hypothetical protein VNG1663C 	1239515	1240657	+	380	15790611	1448215	-	VNG1663C	COG3448T
hypothetical protein VNG1664H 	1240710	1240901	+	63	15790612	1448216	-	VNG1664H	-
DNA repair and recombination protein RadB 	1240909	1241619	-	236	15790613	1448217	radB	VNG1665G	COG0468L
hypothetical protein VNG1666H 	1241720	1242487	-	255	15790614	1448218	-	VNG1666H	COG1091M
Cdc48c 	1242669	1244897	+	742	15790615	1448219	cdc48c	VNG1667G	COG0464O
30S ribosomal protein S8e 	1244981	1245355	-	124	15790616	1448220	rps8e	VNG1668G	COG2007J
hypothetical protein VNG1670C 	1245442	1245897	+	151	15790617	1448221	-	VNG1670C	COG3612S
hypothetical protein VNG1672H 	1245887	1246270	+	127	15790618	1448222	-	VNG1672H	-
hypothetical protein VNG1673G 	1246366	1247169	+	267	15790619	1448223	pyrF	VNG1673G	COG0284F
hypothetical protein VNG1674H 	1247170	1247331	-	53	15790620	1448224	-	VNG1674H	-
hypothetical protein VNG1675H 	1247384	1247893	+	169	15790621	1448225	-	VNG1675H	COG0484O
HAD superfamily hydrolase 	1247923	1248534	+	203	16554501	1449053	-	VNG1675a	COG1011R
GTP-binding protein 	1248609	1250231	+	540	15790622	1448226	gbp2	VNG1676G	COG5258R
hypothetical protein VNG1678H 	1250266	1250634	+	122	15790623	1448227	-	VNG1678H	-
hypothetical protein VNG1679H 	1250640	1251131	-	163	15790624	1448228	-	VNG1679H	-
CrtB2 	1251280	1252248	+	322	15790625	1448229	crtB2	VNG1680G	COG1562I
hypothetical protein VNG1681C 	1252256	1253095	-	279	15790626	1448230	-	VNG1681C	COG2324S
prenyltransferase 	1253088	1253915	-	275	15790627	1448231	ubiA	VNG1682C	COG0382H
CrtI1 	1253922	1255460	-	512	15790628	1448232	crtI1	VNG1684G	COG1233Q
N(5),N(10)-methenyltetrahydromethanopterin cyclohydrolase 	1255507	1256442	-	311	15790629	1448233	mch	VNG1686G	COG3252H
hypothetical protein VNG1687C 	1256502	1257755	-	417	15790630	1448234	-	VNG1687C	-
hypothetical protein VNG1688C 	1258177	1259028	+	283	15790631	1448236	-	VNG1688C	COG2106S
50S ribosomal protein L3P 	1259033	1260040	+	335	15790632	1448237	rpl3p	VNG1689G	COG0087J
50S ribosomal protein L4P 	1260044	1260796	+	250	15790633	1448238	rpl4lp	VNG1690G	COG0088J
50S ribosomal protein L23 	1260793	1261047	+	84	15790634	1448239	rplW	VNG1691G	COG0089J
50S ribosomal protein L2P 	1261050	1261772	+	240	15790635	1448240	rpl2p	VNG1692G	COG0090J
30S ribosomal protein S19P 	1261776	1262198	+	140	15790636	1448241	rps19p	VNG1693G	COG0185J
50S ribosomal protein L22P 	1262202	1262672	+	156	15790637	1448242	rpl22p	VNG1695G	COG0091J
30S ribosomal protein S3P 	1262672	1263580	+	302	15790638	1448243	rps3p	VNG1697G	COG0092J
50S ribosomal protein L29 	1263580	1263795	+	71	15790639	1448244	rpmC	VNG1698G	COG0255J
ribonuclease P protein component 1 	1263804	1264175	+	123	15790640	1448245	-	VNG1699C	COG1588J
30S ribosomal protein S17P 	1264166	1264495	+	109	15790641	1448246	rps17p	VNG1700G	COG0186J
50S ribosomal protein L14P 	1264495	1264893	+	132	15790642	1448247	rpl14p	VNG1701G	COG0093J
50S ribosomal protein L24P 	1264898	1265254	+	118	15790643	1448248	rpl24p	VNG1702G	COG0198J
30S ribosomal protein S4e 	1265251	1265952	+	233	15790644	1448249	rps4e	VNG1703G	COG1471J
50S ribosomal protein L5P 	1265949	1266476	+	175	15790645	1448250	rpl5p	VNG1705G	COG0094J
30S ribosomal protein S14P 	1266473	1266631	+	52	15790646	1448251	rps14P	VNG1706G	COG0199J
30S ribosomal protein S8P 	1266634	1267026	+	130	161349980	1448252	rps8p	VNG1707G	COG0096J
50S ribosomal protein L6P 	1267030	1267566	+	178	15790648	1448253	rpl6p	VNG1709G	COG0097J
50S ribosomal protein L32e 	1267570	1268289	+	239	15790649	1448254	rpl32e	VNG1711G	COG1717J
50S ribosomal protein L19e 	1268282	1268731	+	149	15790650	1448255	rpl19e	VNG1713G	COG2147J
50S ribosomal protein L18P 	1268731	1269282	+	183	15790651	1448256	rpl18p	VNG1714G	COG0256J
30S ribosomal protein S5P 	1269286	1269924	+	212	15790652	1448257	rps5p	VNG1715G	COG0098J
50S ribosomal protein L30P 	1269924	1270388	+	154	15790653	1448258	rpl30p	VNG1716G	COG1841J
50S ribosomal protein L15P 	1270394	1270855	+	153	15790654	1448259	rpl15p	VNG1718G	COG0200J
preprotein translocase subunit SecY 	1270859	1272334	+	491	15790655	1448260	secY	VNG1719G	COG0201U
hypothetical protein VNG1720H 	1272410	1273573	+	387	15790656	1448261	-	VNG1720H	COG0614P
TRK potassium uptake system protein 	1273771	1275447	-	558	15790657	1448262	trkH2	VNG1721G	COG0168P
hypothetical protein VNG1723H 	1275550	1275960	-	136	15790658	1448263	-	VNG1723H	-
hypothetical protein VNG1724G 	1276049	1276699	+	216	15790659	1448264	adk	VNG1724G	COG0563F
HtlB 	1276763	1277635	+	290	15790660	1448265	htlB	VNG1726G	COG1422S
cytidylate kinase 	1277691	1278269	+	192	15790661	1448266	cmk	VNG1727G	COG1102F
H/ACA RNA-protein complex component Cbf5p 	1278244	1279176	+	310	161349979	1448267	sus	VNG1729G	COG0130J
hypothetical protein VNG1732C 	1279783	1281537	-	584	15790663	1448269	-	VNG1732C	COG1357S
Htr17 	1281743	1283353	-	536	15790664	1448270	htr17	VNG1733G	COG0840NT
hypothetical protein VNG1734H 	1283350	1283685	-	111	15790665	1448271	-	VNG1734H	-
hypothetical protein VNG1735C 	1283837	1284622	+	261	15790666	1448272	-	VNG1735C	COG3217R
hypothetical protein VNG1737H 	1284679	1285650	+	323	15790667	1448273	-	VNG1737H	COG1819GC
HtlC 	1285676	1286515	+	279	15790668	1448274	htlC	VNG1739G	COG0467T
hypothetical protein VNG1740C 	1286560	1287537	+	325	15790669	1448275	-	VNG1740C	-
hypothetical protein VNG1743C 	1287622	1288281	+	219	15790670	1448276	-	VNG1743C	COG1594K
hypothetical protein VNG1744H 	1288323	1289183	-	286	15790671	1448277	-	VNG1744H	COG0428P
hypothetical protein VNG1746C 	1289265	1289954	+	229	15790672	1448278	-	VNG1746C	COG3361S
hypothetical protein VNG1748C 	1289955	1290629	-	224	15790673	1448279	-	VNG1748C	COG4221R
translation-associated GTPase 	1290751	1291941	+	396	15790674	1448280	gbp1	VNG1749G	COG0012J
hypothetical protein VNG1751H 	1291955	1292908	-	317	15790675	1448281	-	VNG1751H	-
hypothetical protein VNG1752C 	1292962	1293393	-	143	15790676	1448282	-	VNG1752C	COG0589T
Phr1 	1293457	1294845	-	462	15790677	1448283	phr1	VNG1754G	COG0415L
CrtI2 	1294848	1296458	-	536	15790678	1448284	crtI2	VNG1755G	COG1233Q
translation initiation factor IF-1A 	1296538	1296789	+	83	15790679	1448285	eif1a2	VNG1756G	COG0361J
hypothetical protein VNG1758H 	1296996	1297283	+	95	15790680	1448286	-	VNG1758H	-
Htr7 	1297280	1298917	+	545	15790681	1448287	htr7	VNG1759G	COG0840NT
Htr5 	1298933	1301365	-	810	15790682	1448288	htr5	VNG1760G	COG0840NT
ProX 	1301370	1302374	-	334	15790683	1448289	proX	VNG1762G	COG1732M
Sop2 	1304168	1304881	-	237	15790684	1448290	sop2	VNG1764G	COG5524R
Htr2 	1304883	1307177	-	764	15790685	1448291	htr2	VNG1765G	COG0840NT
hypothetical protein VNG1766C 	1307267	1308028	-	253	15790686	1448292	-	VNG1766C	COG0327S
hypothetical protein VNG1767G 	1308056	1308874	-	272	15790687	1448293	speB	VNG1767G	COG0010E
translation initiation factor IF-5A 	1308878	1309261	-	127	15790688	1448294	eif5a	VNG1768G	COG0231J
putative amidase 	1309363	1310190	-	275	16554502	1449054	-	VNG1769Cm	COG1402R
hypothetical protein VNG1770C 	1310187	1311800	-	537	15790690	1448295	-	VNG1770C	COG0661R
hypothetical protein VNG1771C 	1311933	1312283	-	116	15790691	1448296	-	VNG1771C	COG0071O
3-phosphoglycerate kinase 	1312357	1313013	-	218	15790692	1448297	pgp	VNG1772G	COG0546R
pterin-4-alpha-carbinolamine dehydratase 	1313067	1313342	-	91	15790693	1448298	phhB	VNG1773G	COG2154H
glutamyl-tRNA reductase 	1313406	1314716	-	436	15790694	1448299	hemA	VNG1774G	COG0373H
hypothetical protein VNG1775C 	1314713	1315375	-	220	15790695	1448300	-	VNG1775C	COG1648H
NirH 	1315383	1316441	-	352	15790696	1448301	nirH	VNG1776G	COG1522K
hypothetical protein VNG1777H 	1316499	1316915	-	138	15790697	1448302	-	VNG1777H	-
hypothetical protein VNG1779C 	1317052	1317960	+	302	15790698	1448303	-	VNG1779C	COG0020I
hypothetical protein VNG1781C 	1317980	1318960	-	326	15790699	1448304	-	VNG1781C	COG0020I
hypothetical protein VNG1782C 	1319025	1319999	+	324	15790700	1448305	-	VNG1782C	COG1836S
DNA primase 	1320001	1321353	-	450	15790701	1448306	-	VNG1784C	COG0358L
hypothetical protein VNG1783H 	1321352	1321564	+	70	15790702	1448307	-	VNG1783H	-
hypothetical protein VNG1785G 	1321603	1323051	+	482	15790703	1448308	panF	VNG1785G	COG0591ER
hypothetical protein VNG1786H 	1323053	1323331	-	92	15790704	1448309	-	VNG1786H	-
hypothetical protein VNG1787H 	1323330	1324298	+	322	15790705	1448310	-	VNG1787H	-
hypothetical protein VNG1788C 	1324332	1325255	+	307	15790706	1448311	-	VNG1788C	-
hypothetical protein VNG1790H 	1325295	1325654	+	119	15790707	1448312	-	VNG1790H	COG1416S
hypothetical protein VNG1791C 	1325656	1326372	-	238	15790708	1448313	-	VNG1791C	COG4347S
pyridoxine biosynthesis protein 	1326538	1327446	+	302	15790709	1448314	-	VNG1793C	COG0214H
hypothetical protein VNG1794C 	1327456	1329540	-	694	15790710	1448315	-	VNG1794C	COG1525L
hypothetical protein VNG1797G 	1329752	1330657	-	301	15790711	1448316	thrB	VNG1797G	COG0083E
hypothetical protein VNG1795C 	1330778	1332094	+	438	15790712	1448317	-	VNG1795C	COG1232H
hypothetical protein VNG1796H 	1332167	1332484	+	105	15790713	1448318	-	VNG1796H	-
hypothetical protein VNG1798H 	1332857	1333429	-	190	15790714	1448319	-	VNG1798H	-
hypothetical protein VNG1800H 	1333485	1333676	-	63	15790715	1448320	-	VNG1800H	-
Hsp1 	1333815	1334330	-	171	15790716	1448321	hsp1	VNG1801G	COG0071O
hypothetical protein VNG1802H 	1334327	1335148	-	273	15790717	1448322	-	VNG1802H	-
NADH oxidase 	1335461	1336714	+	417	15790718	1448323	noxA	VNG1804G	COG1251C
hypothetical protein VNG1806H 	1336842	1337075	+	77	15790719	1448324	-	VNG1806H	-
hypothetical protein VNG1807H 	1337141	1337560	+	139	15790720	1448325	-	VNG1807H	-
hypothetical protein VNG1809H 	1337618	1338166	+	182	15790721	1448326	-	VNG1809H	-
Eye 	1338204	1339508	-	434	15790722	1448327	eye	VNG1811G	COG2312R
carbamoyl phosphate synthase large subunit 	1339799	1342927	+	1042	15790723	1448328	carB	VNG1814G	COG0458EF
carbamoyl phosphate synthase small subunit 	1342998	1344059	-	353	15790724	1448329	carA	VNG1815G	COG0505EF
Trh3 	1344157	1344570	+	137	15790725	1448330	trh3	VNG1816G	COG1522K
Idi 	1344598	1345239	+	213	15790726	1448331	idi	VNG1818G	COG1443I
hypothetical protein VNG1818a 	1345287	1345697	+	136	16554503	1449055	-	VNG1818a	COG1310R
hypothetical protein VNG1820H 	1345750	1345983	-	77	15790727	1448332	-	VNG1820H	-
Adh4 	1345983	1347026	-	347	15790728	1448333	adh4	VNG1821G	COG0604CR
hypothetical protein VNG1822G 	1347117	1347734	+	205	15790729	1448334	moaB	VNG1822G	COG0521H
hypothetical protein VNG1823C 	1347731	1348438	+	235	15790730	1448335	-	VNG1823C	COG0212H
hypothetical protein VNG1826H 	1348491	1348718	+	75	15790731	1448336	-	VNG1826H	-
hypothetical protein VNG1827H 	1348757	1349077	-	106	15790732	1448337	-	VNG1827H	-
GMP synthase subunit B 	1349130	1350047	-	305	15790733	1448338	guaAb	VNG1829G	COG0519F
CTP synthetase 	1350047	1351708	-	553	15790734	1448339	pyrG	VNG1830G	COG0504F
hypothetical protein VNG1831H 	1351798	1352415	-	205	15790735	1448340	-	VNG1831H	-
hypothetical protein VNG1832H 	1352444	1352584	-	46	15790736	1448341	-	VNG1832H	-
hypothetical protein VNG1833C 	1352827	1353444	-	205	15790737	1448342	-	VNG1833C	COG2945R
HyrA 	1353443	1354081	+	212	15790738	1448343	hyrA	VNG1834G	COG1225O
hypothetical protein VNG1835G 	1354112	1356064	-	650	15790739	1448344	thrS	VNG1835G	COG0441J
CspD2 	1356243	1356452	+	69	15790740	1448345	cspD2	VNG1836G	COG1278K
YkfB1 	1356582	1357613	-	343	15790741	1448346	ykfB1	VNG1837G	COG4948MR
hypothetical protein VNG1839H 	1357610	1358623	-	337	15790742	1448347	-	VNG1839H	COG3367S
hypothetical protein VNG1838H 	1358783	1358941	+	52	15790743	1448348	-	VNG1838H	-
hypothetical protein VNG1842H 	1358949	1360250	-	433	15790744	1448349	-	VNG1842H	COG1503J
hypothetical protein VNG1843C 	1360326	1360982	+	218	15790745	1448350	-	VNG1843C	COG1777K
glutamyl-tRNA(Gln) amidotransferase subunit D 	1361018	1362301	+	427	15790746	1448351	ansA	VNG1844G	COG0252EJ
hypothetical protein VNG1845C 	1362289	1363230	+	313	15790747	1448352	-	VNG1845C	-
hypothetical protein VNG1846C 	1363231	1363962	-	243	15790748	1448353	-	VNG1846C	COG0584C
hypothetical protein VNG1848H 	1363962	1364264	-	100	15790749	1448354	-	VNG1848H	COG1977H
PchA 	1364265	1365500	+	411	15790750	1448355	pchA	VNG1847G	COG1226P
hypothetical protein VNG1849H 	1365510	1366691	-	393	15790751	1448356	-	VNG1849H	-
Udp1 	1367036	1367812	-	258	15790752	1448357	udp1	VNG1850G	COG2820F
Suk 	1367861	1368748	-	295	15790753	1448358	suk	VNG1851G	COG0524G
hypothetical protein VNG1852H 	1368773	1369606	-	277	15790754	1448359	-	VNG1852H	COG1967S
translation initiation factor IF-2B subunit delta 	1369650	1370594	-	314	15790755	1448360	eif2ba	VNG1853G	COG1184J
Htr3 	1370637	1372538	-	633	15790756	1448361	htr3	VNG1856G	COG0840NT
hypothetical protein VNG1857C 	1373051	1374292	-	413	15790757	1448362	-	VNG1857C	COG0683E
hypothetical protein VNG1859G 	1374390	1375028	+	212	15790758	1448363	deoC	VNG1859G	COG0274F
hypothetical protein VNG1861C 	1375087	1376385	+	432	15790759	1448364	-	VNG1861C	COG0621J
Cef 	1376404	1377303	-	299	15790760	1448365	cef	VNG1862G	COG0053P
Hit2 	1377344	1377889	-	181	15790761	1448366	hit2	VNG1864G	COG0537FGR
hypothetical protein VNG1865H 	1378010	1378210	+	66	15790762	1448367	-	VNG1865H	-
methionine aminopeptidase 	1378248	1379138	-	296	15790763	1448368	map	VNG1866G	COG0024J
PotC 	1379187	1380002	-	271	15790764	1448369	potC	VNG1867G	COG1177E
PotB 	1380002	1380895	-	297	15790765	1448370	potB	VNG1868G	COG1176E
hypothetical protein VNG1869C 	1380897	1382075	-	392	15790766	1448371	-	VNG1869C	COG0687E
PotA2 	1382218	1383342	+	374	15790767	1448372	potA2	VNG1871G	COG3842E
hypothetical protein VNG1872C 	1383349	1384233	-	294	15790768	1448373	-	VNG1872C	COG1446E
hypothetical protein VNG1873G 	1384332	1385600	+	422	15790769	1448374	icd	VNG1873G	COG0538C
hypothetical protein VNG1874C 	1385685	1386209	+	174	15790770	1448375	-	VNG1874C	-
3-hydroxy-3-methylglutaryl-coenzyme A reductase 	1386216	1387433	-	405	15790771	1448376	mvaA	VNG1875G	COG1257I
hypothetical protein VNG1877C 	1387529	1387846	+	105	15790772	1448377	-	VNG1877C	COG0011S
Thb 	1387843	1388991	+	382	15790773	1448378	thb	VNG1879G	COG4143H
hypothetical protein VNG1880C 	1389042	1390562	+	506	15790774	1448379	-	VNG1880C	COG1574R
quinolinate synthetase 	1390684	1391808	+	374	15790775	1448380	nadA	VNG1882G	COG0379H
L-aspartate oxidase 	1391811	1393340	+	509	15790776	1448381	nadB	VNG1883G	COG0029H
hypothetical protein VNG1884G 	1393327	1394133	+	268	15790777	1448382	nadC	VNG1884G	COG0157H
hypothetical protein VNG1886C 	1394134	1394925	-	263	15790778	1448383	-	VNG1886C	COG1378K
membrane transporter 	1395028	1395366	+	112	16554504	1449056	ebrB	VNG1886a	COG2076P
phosphoglyceromutase 	1395369	1396895	-	508	15790779	1448384	gpm	VNG1887G	COG0696G
hypothetical protein VNG1889H 	1397013	1397267	-	84	15790780	1448385	-	VNG1889H	-
hypothetical protein VNG1890H 	1397374	1397820	-	148	15790781	1448386	-	VNG1890H	-
hypothetical protein VNG1891H 	1398710	1399948	+	412	15790782	1448387	-	VNG1891H	-
ABC transport protein 	1399992	1400741	+	249	15790783	1448388	trp2	VNG1893G	COG1131V
hypothetical protein VNG1894C 	1400742	1402349	+	535	15790784	1448389	-	VNG1894C	-
hypothetical protein VNG1895H 	1402357	1402704	-	115	15790785	1448390	-	VNG1895H	-
hypothetical protein VNG1896C 	1402807	1404606	+	599	15790786	1448391	-	VNG1896C	COG0433R
hypothetical protein VNG1898C 	1404628	1405080	+	150	15790787	1448392	-	VNG1898C	COG0589T
KaiC 	1405118	1405774	-	218	15790788	1448393	kaiC	VNG1899G	COG0467T
hypothetical protein VNG1900C 	1406440	1407288	+	282	15790789	1448394	-	VNG1900C	COG0061G
GTP cyclohydrolase 	1407337	1408272	+	311	15790790	1448395	-	VNG1901C	COG1469S
hypothetical protein VNG1902H 	1408320	1408535	-	71	15790791	1448396	-	VNG1902H	-
transcription regulator 	1409286	1410086	-	266	16554505	1449057	-	VNG1903Cm	COG1378K
hypothetical protein VNG1904H 	1410174	1410275	-	33	15790793	1448397	-	VNG1904H	-
hypothetical protein VNG1905C 	1410377	1412059	-	560	15790794	1448398	-	VNG1905C	COG1331O
FxsA 	1412058	1412615	+	185	15790795	1448399	fxsA	VNG1906H	COG3030R
hypothetical protein VNG1907H 	1412832	1413275	+	147	15790796	1448401	-	VNG1907H	-
hypothetical protein VNG1910H 	1413751	1414017	+	88	15790797	1448402	-	VNG1910H	-
NirD 	1414027	1415064	-	345	15790798	1448403	nirD	VNG1911G	COG1522K
TrpD2 	1415175	1416233	+	352	15790799	1448404	trpD2	VNG1912G	COG0547E
PpiA 	1416274	1416843	+	189	15790800	1448405	ppiA	VNG1914G	COG0652O
hypothetical protein VNG1916H 	1416890	1417231	+	113	15790801	1448406	-	VNG1916H	-
hypothetical protein VNG1917H 	1417462	1417815	+	117	15790802	1448408	-	VNG1917H	COG4538S
geranylgeranylglyceryl phosphate synthase-like protein 	1417818	1418579	-	253	15790803	1448409	-	VNG1918C	COG1646R
hypothetical protein VNG1919H 	1418630	1418989	-	119	15790804	1448410	-	VNG1919H	COG0239D
hypothetical protein VNG1921H 	1418986	1419372	-	128	15790805	1448411	-	VNG1921H	COG0239D
